"Name";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"High";"Low";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"REXAN";"FR0000077190";"MLREX";"Marché Libre Paris";"EUR";"0.95";"0.95";"0.95";"0.95";"06/09/2012 15:00";"CET";"400";"380.00"
"REXEL";"FR0010451203";"RXL";"NYSE Euronext Paris";"EUR";"15.90";"16.27";"15.885";"16.18";"07/09/2012 17:35";"CET";"562352";"9093182.885"
"RHEINMETALL";"DE0007030009";"RHMd";"NYSE Arca Europe";"EUR";"39.035";"39.035";"38.16";"38.16";"04/09/2012 17:14";"CET";"95";"41272.01"
"RHI";"AT0000676903";"RHIv";"NYSE Arca Europe";"EUR";"20.805";"20.805";"20.765";"20.765";"07/09/2012 14:30";"CET";"289";"8379.335"
"RHJ INTERNATIONAL";"BE0003815322";"RHJI";"NYSE Euronext Brussels";"EUR";"3.75";"3.75";"3.64";"3.66";"07/09/2012 17:35";"CET";"58362";"214885.50"
"RHOEN KLINIKUM";"DE0007042301";"RHKd";"NYSE Arca Europe";"EUR";"15.01";"15.125";"14.995";"14.995";"04/09/2012 14:02";"CET";"542";"17488.13"
"RIBER";"FR0000075954";"RIB";"NYSE Euronext Paris";"EUR";"2.85";"2.85";"2.84";"2.85";"07/09/2012 16:59";"CET";"2251";"6395.92"
"RICHEL SERRES FRA.";"FR0000078875";"ALRIC";"NYSE Alternext Paris";"EUR";"4.60";"4.70";"4.60";"4.70";"07/09/2012 17:22";"CET";"201";"937.10"
"RICHTER GEDEON";"HU0000067624";"RICHTt";"NYSE Arca Europe";"HUF";"-";"-";"-";"-";"-";"-";"-";"-"
"RICOH";"JP3973400009";"RICOP";"NYSE Euronext Paris";"EUR";"5.43";"5.43";"5.43";"5.43";"06/09/2012 11:30";"CET";"115";"624.45"
"RIETER HOLDING N";"CH0003671440";"RIENz";"NYSE Arca Europe";"CHF";"149.70";"149.70";"149.70";"149.70";"07/09/2012 13:28";"CET";"10";"1497.00"
"RIGHTMOVE PLC";"GB00B2987V85";"RMVl";"NYSE Arca Europe";"GBP";"1670.00";"1670.00";"1670.00";"1670.00";"22/08/2012 09:52";"CET";"423";"706410.00"
"RIO TINTO";"GB0007188757";"RIOl";"NYSE Arca Europe";"GBP";"2929.50";"3036.00";"2929.00";"3015.00";"07/09/2012 17:27";"CET";"7837";"32163064.50"
"RIO TINTO CERT";"BE0004559978";"RIOS";"NYSE Euronext Brussels";"EUR";"38.91";"38.91";"38.91";"38.91";"07/09/2012 12:44";"CET";"60";"2334.60"
"RISC GROUP";"FR0011010198";"RSC";"NYSE Euronext Paris";"EUR";"4.70";"5.04";"4.60";"5.04";"29/06/2012 17:35";"CET";"492";"2356.71"
"RISC GROUP NR";"FR0010542647";"RSCNR";"Marché Libre Paris";"EUR";"0.05";"0.05";"0.05";"0.05";"31/05/2012 15:30";"CET";"95";"4.75"
"RIT CAPITAL PARTNE";"GB0007366395";"RCPl";"NYSE Arca Europe";"GBP";"1194.00";"1194.00";"1194.00";"1194.00";"02/08/2012 10:34";"CET";"305";"364170.00"
"ROBECO";"NL0000289783";"ROBP";"NYSE Euronext Paris";"EUR";"24.31";"24.45";"24.30";"24.30";"07/09/2012 16:56";"CET";"1973";"47954.65"
"ROBERTET";"FR0000039091";"RBT";"NYSE Euronext Paris";"EUR";"125.00";"125.00";"125.00";"125.00";"07/09/2012 10:59";"CET";"74";"9250.00"
"ROBERTET CDV 87";"FR0000045619";"CBR";"NYSE Euronext Paris";"EUR";"16.61";"16.61";"16.61";"16.61";"01/04/2011 12:00";"CET";"4";"-"
"ROBERTET CI";"FR0000045601";"CBE";"NYSE Euronext Paris";"EUR";"90.30";"90.30";"90.30";"90.30";"31/08/2012 12:00";"CET";"5";"451.50"
"ROCAMAT";"FR0000064255";"ROCA";"NYSE Euronext Paris";"EUR";"0.93";"0.93";"0.93";"0.93";"06/09/2012 16:30";"CET";"400";"372.00"
"ROCHE HOLDING BJ";"CH0012032048";"ROGz";"NYSE Arca Europe";"CHF";"177.20";"178.40";"176.80";"177.40";"07/09/2012 17:19";"CET";"17500";"3844769.60"
"ROCTOOL";"FR0010523167";"MLROC";"Marché Libre Paris";"EUR";"5.99";"5.99";"5.99";"5.99";"30/08/2012 15:00";"CET";"275";"1647.25"
"RODRIGUEZ GROUP";"FR0000062994";"ROD";"NYSE Euronext Paris";"EUR";"3.94";"4.10";"3.94";"3.99";"07/09/2012 17:35";"CET";"124325";"499791.32"
"ROLINCO";"NL0000289817";"ROLP";"NYSE Euronext Paris";"EUR";"20.39";"20.39";"20.38";"20.38";"07/09/2012 16:25";"CET";"2807";"57232.76"
"ROLLS-ROYCE HLDG.";"GB00B63H8491";"RRl";"NYSE Arca Europe";"GBP";"827.00";"828.00";"826.00";"827.50";"07/09/2012 17:03";"CET";"1957";"2231937.00"
"ROODMICROTEC";"NL0000440477";"ROOD";"NYSE Euronext Amsterdam";"EUR";"0.172";"0.18";"0.164";"0.17";"07/09/2012 16:45";"CET";"167251";"29013.304"
"RORENTO";"ANN757371433";"RORP";"NYSE Euronext Paris";"EUR";"53.10";"53.10";"53.01";"53.01";"06/09/2012 17:02";"CET";"625";"33151.05"
"ROSIER";"BE0003575835";"ENGB";"NYSE Euronext Brussels";"EUR";"225.10";"225.10";"225.00";"225.00";"07/09/2012 13:27";"CET";"21";"4726.10"
"ROTO SMEETS GROUP";"NL0009169515";"ROTO";"NYSE Euronext Amsterdam";"EUR";"7.50";"7.60";"6.80";"6.80";"06/09/2012 17:35";"CET";"2968";"22406.50"
"ROTORK";"GB0007506958";"RORl";"NYSE Arca Europe";"GBP";"2248.00";"2248.00";"2248.00";"2248.00";"17/08/2012 14:30";"CET";"44";"98912.00"
"ROUGIER S.A.";"FR0000037640";"ALRGR";"NYSE Alternext Paris";"EUR";"37.40";"37.45";"36.95";"36.95";"07/09/2012 17:22";"CET";"1041";"38807.36"
"ROULARTA";"BE0003741551";"ROU";"NYSE Euronext Brussels";"EUR";"13.70";"13.95";"13.55";"13.95";"07/09/2012 17:35";"CET";"5020";"69309.50"
"ROULARTA STRIP";"BE0005546172";"ROUS";"NYSE Euronext Brussels";"EUR";"0.001";"0.001";"0.001";"0.001";"07/09/2012 15:00";"CET";"515";"0.515"
"ROUSSELET CENTRIF.";"FR0000035750";"MLROU";"Marché Libre Paris";"EUR";"2.53";"2.53";"2.53";"2.53";"05/06/2012 15:00";"CET";"30";"75.90"
"ROY BK OF SCOTLAND";"GB00B7T77214";"RBS";"NYSE Euronext Amsterdam";"EUR";"2.98";"3.09";"2.90";"3.09";"07/09/2012 17:35";"CET";"355075";"1081654.41"
"ROYAL BK SCOT. GRP";"GB00B7T77214";"RBSl";"NYSE Arca Europe";"GBP";"-";"-";"-";"-";"-";"-";"-";"-"
"ROYAL DUTCH SHEL B";"GB00B03MM408";"RDSBl";"NYSE Arca Europe";"GBP";"2297.00";"2299.00";"2289.50";"2292.00";"07/09/2012 17:22";"CET";"39756";"111857169.00"
"ROYAL DUTCH SHELLA";"GB00B03MLX29";"RDSA";"NYSE Euronext Amsterdam";"EUR";"28.025";"28.09";"27.85";"27.94";"07/09/2012 17:35";"CET";"4579798";"126280776.265"
"ROYAL DUTCH SHELLB";"GB00B03MM408";"RDSB";"NYSE Euronext Amsterdam";"EUR";"28.70";"28.755";"28.70";"28.75";"07/09/2012 17:24";"CET";"3305";"94948.86"
"ROYAL IMTECH";"NL0006055329";"IM";"NYSE Euronext Amsterdam";"EUR";"20.45";"20.875";"20.45";"20.785";"07/09/2012 17:35";"CET";"499297";"10319518.40"
"ROYALREESINK";"NL0000379303";"ALRRE";"NYSE Alternext Amsterdam";"EUR";"74.00";"74.50";"73.90";"74.50";"07/09/2012 15:49";"CET";"208";"15417.10"
"RPC GROUP";"GB0007197378";"RPCl";"NYSE Arca Europe";"GBP";"405.70";"405.70";"405.70";"405.70";"24/07/2012 11:52";"CET";"100";"40570.00"
"RPS GROUP";"GB0007594764";"RPSl";"NYSE Arca Europe";"GBP";"242.10";"242.70";"242.10";"242.70";"26/07/2012 17:22";"CET";"540";"130848.00"
"RSA INSURANCE GR";"GB0006616899";"RSAl";"NYSE Arca Europe";"GBP";"115.10";"115.10";"115.10";"115.10";"07/09/2012 17:10";"CET";"289";"33263.90"
"RTL GROUP";"LU0061462528";"RTL";"NYSE Euronext Brussels";"EUR";"72.35";"73.37";"72.35";"73.10";"07/09/2012 17:35";"CET";"5168";"375215.15"
"RUBIS";"FR0000121253";"RUI";"NYSE Euronext Paris";"EUR";"45.70";"45.705";"45.48";"45.56";"07/09/2012 17:35";"CET";"59103";"2695980.33"
"RUE DU COMMERCE";"FR0004053338";"RDC";"NYSE Euronext Paris";"EUR";"8.15";"8.15";"8.15";"8.15";"07/09/2012 09:00";"CET";"1";"8.15"
"RUSPETRO PLC";"GB00B4ZH7J18";"RPOl";"NYSE Arca Europe";"GBP";"-";"-";"-";"-";"-";"-";"-";"-"
"RWE";"DE0007037129";"RWEd";"NYSE Arca Europe";"EUR";"33.46";"33.46";"33.32";"33.32";"05/09/2012 10:49";"CET";"270";"17435.88"
"RWE VZ";"DE0007037145";"RWE3d";"NYSE Arca Europe";"EUR";"27.62";"27.62";"27.62";"27.62";"26/10/2011 09:15";"CET";"51";"-"
"RYANAIR HOLDINGS";"IE00B1GKF381";"RY4Bi";"NYSE Arca Europe";"EUR";"4.338";"4.338";"4.338";"4.338";"07/09/2012 16:29";"CET";"1515";"8472.114"
"RYL CARIBBEAN CRUI";"LR0008862868";"RCLo";"NYSE Arca Europe";"NOK";"151.20";"151.20";"151.20";"151.20";"20/07/2012 11:15";"CET";"84";"12700.80"
"S.CLUBE BRAGA";"PTSCB0AM0001";"SCB";"Easynext Lisbon";"EUR";"0.22";"0.22";"0.22";"0.22";"03/09/2012 21:30";"BST";"720";"158.40"
"S.COSTA";"PTSCO0AE0004";"SCOAE";"NYSE Euronext Lisbon";"EUR";"0.17";"0.17";"0.17";"0.17";"07/09/2012 22:11";"BST";"10700";"1819.00"
"S.COSTA-PREF";"PTSCO0VE0009";"SCOP";"NYSE Euronext Lisbon";"EUR";"1.20";"1.20";"1.20";"1.20";"22/02/2010 16:30";"BST";"15";"-"
"S.E.B.";"FR0000121709";"SK";"NYSE Euronext Paris";"EUR";"56.50";"57.50";"56.46";"56.91";"07/09/2012 17:35";"CET";"41614";"2372158.29"
"SABCA (D)";"BE0003654655";"SAB";"NYSE Euronext Brussels";"EUR";"28.25";"28.25";"28.25";"28.25";"05/09/2012 16:30";"CET";"24";"678.00"
"SABETON";"FR0000060121";"SABE";"NYSE Euronext Paris";"EUR";"12.00";"12.00";"12.00";"12.00";"07/09/2012 16:30";"CET";"220";"2640.00"
"SABMILLER";"GB0004835483";"SABl";"NYSE Arca Europe";"GBP";"2799.50";"2799.50";"2751.00";"2755.00";"07/09/2012 17:18";"CET";"2154";"13399874.00"
"SACYR VALLEHERMOSO";"ES0182870214";"SYVe";"NYSE Arca Europe";"EUR";"4.60";"4.60";"4.60";"4.60";"21/09/2011 09:00";"CET";"287";"-"
"SAFILO GROUP";"IT0004604762";"SFLm";"NYSE Arca Europe";"EUR";"5.575";"5.575";"5.555";"5.555";"06/02/2012 17:05";"CET";"1200";"6680.00"
"SAFRAN";"FR0000073272";"SAF";"NYSE Euronext Paris";"EUR";"28.375";"28.50";"28.05";"28.05";"07/09/2012 17:35";"CET";"766836";"21664703.07"
"SAFT";"FR0010208165";"SAFT";"NYSE Euronext Paris";"EUR";"19.30";"19.615";"19.225";"19.295";"07/09/2012 17:35";"CET";"75391";"1457609.505"
"SAFTI GROUPE";"FR0011233261";"MLSFT";"Marché Libre Paris";"EUR";"4.60";"4.60";"4.60";"4.60";"01/08/2012 15:00";"CET";"50";"230.00"
"SAFWOOD";"IT0004013725";"ALWOO";"NYSE Alternext Paris";"EUR";"0.05";"0.05";"0.05";"0.05";"03/05/2011 15:30";"CET";"1300";"-"
"SAG GEST";"PTSAG0AE0004";"SVA";"NYSE Euronext Lisbon";"EUR";"0.35";"0.39";"0.35";"0.39";"07/09/2012 21:04";"BST";"425";"149.75"
"SAGE GROUP";"GB0008021650";"SGEl";"NYSE Arca Europe";"GBP";"299.50";"300.50";"299.50";"300.50";"04/09/2012 14:50";"CET";"2369";"1345956.30"
"SAINSBURY(J)";"GB00B019KW72";"SBRYl";"NYSE Arca Europe";"GBP";"331.60";"331.60";"331.60";"331.60";"06/09/2012 16:26";"CET";"327";"108433.20"
"SAINT GOBAIN";"FR0000125007";"SGO";"NYSE Euronext Paris,Amsterdam,Brussels";"EUR";"28.655";"29.765";"28.625";"29.245";"07/09/2012 17:35";"CET";"3391374";"99628692.525"
"SAINT-NICOLAS";"FR0007487251";"MLSTN";"Marché Libre Paris";"EUR";"0.16";"0.16";"0.16";"0.16";"13/07/2004 00:00";"CET";"1000";"-"
"SAIPEM";"IT0000068525";"SPMm";"NYSE Arca Europe";"EUR";"37.32";"37.32";"37.32";"37.32";"05/09/2012 12:45";"CET";"15";"559.80"
"SALAMANDER ENERGY";"GB00B1GC5238";"SMDRl";"NYSE Arca Europe";"GBP";"194.00";"194.00";"194.00";"194.00";"30/07/2012 11:12";"CET";"500";"97000.00"
"SALVATORE FERRAGAM";"IT0004712375";"SFERm";"NYSE Arca Europe";"EUR";"16.03";"16.03";"16.03";"16.03";"30/07/2012 12:13";"CET";"38";"609.14"
"SALVEPAR";"FR0000124356";"SY";"NYSE Euronext Paris";"EUR";"56.53";"61.90";"56.53";"61.39";"07/09/2012 17:35";"CET";"2476";"144353.57"
"SALZGITTER";"DE0006202005";"SZGd";"NYSE Arca Europe";"EUR";"28.215";"28.215";"28.215";"28.215";"05/09/2012 09:43";"CET";"77";"2172.555"
"SAM";"FR0000044497";"SAMP";"NYSE Euronext Paris";"EUR";"37.40";"37.40";"37.40";"37.40";"07/09/2012 11:30";"CET";"50";"1870.00"
"SAMPO A";"FI0009003305";"SAMASh";"NYSE Arca Europe";"EUR";"23.60";"23.60";"23.54";"23.54";"07/09/2012 17:16";"CET";"505";"54376.70"
"SAMSE";"FR0000060071";"SAMS";"NYSE Euronext Paris";"EUR";"55.61";"55.61";"55.61";"55.61";"07/09/2012 11:01";"CET";"59";"3280.99"
"SANDVIK";"SE0000667891";"SANDs";"NYSE Arca Europe";"SEK";"90.35";"92.80";"90.35";"92.80";"07/09/2012 12:23";"CET";"160";"147295.30"
"SANOFI";"FR0000120578";"SAN";"NYSE Euronext Paris";"EUR";"66.96";"67.77";"66.02";"66.15";"07/09/2012 17:35";"CET";"3688898";"246525736.92"
"SANOMA";"FI0009007694";"SAA1Vh";"NYSE Arca Europe";"EUR";"6.78";"6.78";"6.78";"6.78";"01/08/2012 16:12";"CET";"88";"596.64"
"SAP";"DE0007164600";"SAPd";"NYSE Arca Europe";"EUR";"53.97";"53.97";"53.71";"53.72";"07/09/2012 17:27";"CET";"619";"63863.97"
"SAPEC";"BE0003625366";"SAP";"NYSE Euronext Brussels";"EUR";"38.89";"38.89";"38.01";"38.01";"07/09/2012 11:31";"CET";"120";"4579.37"
"SAPEC STRIP";"BE0005533048";"SAPS";"NYSE Euronext Brussels";"EUR";"0.75";"0.75";"0.75";"0.75";"28/08/2012 15:00";"CET";"70";"52.50"
"SAPMER";"FR0010776617";"ALMER";"NYSE Alternext Paris";"EUR";"24.98";"24.98";"24.98";"24.98";"05/09/2012 15:30";"CET";"60";"1498.80"
"SARAS";"IT0000433307";"SRSm";"NYSE Arca Europe";"EUR";"0.93";"0.93";"0.93";"0.93";"07/08/2012 10:13";"CET";"1054";"980.22"
"SARTORIUS STED BIO";"FR0000053266";"DIM";"NYSE Euronext Paris";"EUR";"70.99";"70.99";"69.49";"70.00";"07/09/2012 17:35";"CET";"2919";"205893.71"
"SAVILLS";"GB00B135BJ46";"SVSl";"NYSE Arca Europe";"GBP";"365.30";"365.30";"365.30";"365.30";"24/07/2012 13:47";"CET";"200";"73060.00"
"SBM OFFSHORE";"NL0000360618";"SBMO";"NYSE Euronext Amsterdam";"EUR";"11.82";"11.96";"11.55";"11.665";"07/09/2012 17:36";"CET";"2398287";"28090117.845"
"SBT";"FR0004175222";"MLSBT";"Marché Libre Paris";"EUR";"4.40";"4.40";"4.40";"4.40";"07/09/2012 15:00";"CET";"550";"2420.00"
"SCANIA B";"SE0000308280";"SCVBs";"NYSE Arca Europe";"SEK";"120.30";"120.30";"120.30";"120.30";"17/08/2012 10:09";"CET";"119";"14315.70"
"SCBSM";"FR0006239109";"CBSM";"NYSE Euronext Paris";"EUR";"3.58";"3.58";"3.53";"3.53";"07/09/2012 17:22";"CET";"2773";"9854.30"
"SCBSM BS";"FR0010622241";"CBSBS";"NYSE Euronext Paris";"EUR";"0.03";"0.03";"0.03";"0.03";"13/08/2012 09:49";"CET";"60";"1.80"
"SCEMI";"FR0010972091";"MLCMI";"Marché Libre Paris";"EUR";"4.80";"4.80";"4.80";"4.80";"19/06/2012 15:00";"CET";"11";"52.80"
"SCF INVEST";"BE0003831485";"SCFI";"Marché Libre Brussels";"EUR";"0.01";"0.01";"0.01";"0.01";"28/08/2012 15:00";"CET";"20";"0.20"
"SCHAEFFER DUFOUR";"FR0000064511";"SCDU";"NYSE Euronext Paris";"EUR";"21.09";"21.09";"21.09";"21.09";"03/07/2012 11:30";"CET";"150";"3163.50"
"SCHEERD.V KERCHOVE";"BE0012378593";"SCHD";"NYSE Euronext Brussels";"EUR";"490.00";"490.00";"490.00";"490.00";"05/06/2012 11:30";"CET";"5";"2450.00"
"SCHIBSTED";"NO0003028904";"SCHo";"NYSE Arca Europe";"NOK";"185.20";"185.20";"185.20";"185.20";"27/07/2012 09:16";"CET";"87";"16112.40"
"SCHINDLER HOLDING-";"CH0024638196";"SCHPz";"NYSE Arca Europe";"CHF";"113.20";"113.20";"113.20";"113.20";"28/08/2012 10:29";"CET";"29";"3282.80"
"SCHLUMBERGER";"AN8068571086";"SLB";"NYSE Euronext Paris";"EUR";"57.75";"57.84";"56.87";"57.39";"07/09/2012 17:26";"CET";"6851";"393334.52"
"SCHLUMBERGER";"AN8068571086";"SLBn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"SCHNEIDER ELECTRIC";"FR0000121972";"SU";"NYSE Euronext Paris";"EUR";"51.80";"53.39";"51.80";"52.32";"07/09/2012 17:37";"CET";"2715118";"142964510.65"
"SCHOBRUNN PARIS";"FR0010961920";"MLSCH";"Marché Libre Paris";"EUR";"47.00";"47.00";"47.00";"47.00";"14/10/2011 15:00";"CET";"5";"-"
"SCHOELLER-BLECKMAN";"AT0000946652";"SBOv";"NYSE Arca Europe";"EUR";"69.15";"69.15";"69.15";"69.15";"19/07/2012 11:18";"CET";"18";"1244.70"
"SCHRODERS  NON VTG";"GB0002395811";"SDRCl";"NYSE Arca Europe";"GBP";"1163.00";"1163.00";"1163.00";"1163.00";"06/09/2012 11:44";"CET";"90";"104670.00"
"SCHRODERS LTD";"GB0002405495";"SDRl";"NYSE Arca Europe";"GBP";"1326.00";"1329.00";"1326.00";"1329.00";"02/08/2012 10:56";"CET";"1297";"1721721.00"
"SCOR SE";"FR0010411983";"SCR";"NYSE Euronext Paris";"EUR";"20.005";"20.095";"19.905";"19.995";"07/09/2012 17:35";"CET";"449170";"8988650.41"
"SCOT.&SOUTH.ENERGY";"GB0007908733";"SSEl";"NYSE Arca Europe";"GBP";"1357.00";"1358.00";"1355.00";"1358.00";"07/09/2012 17:27";"CET";"1803";"19563571.00"
"SCOTTISH INV TRUST";"GB0007826091";"SCINl";"NYSE Arca Europe";"GBP";"463.50";"464.50";"463.50";"463.90";"17/07/2012 15:56";"CET";"314";"145714.60"
"SCOTTISH MORTGAGE";"GB0007838849";"SMTl";"NYSE Arca Europe";"GBP";"666.00";"666.00";"666.00";"666.00";"31/07/2012 16:49";"CET";"600";"399600.00"
"SDL";"GB0009376368";"SDLl";"NYSE Arca Europe";"GBP";"649.00";"650.00";"649.00";"650.00";"02/07/2012 17:05";"CET";"383";"248579.00"
"SEADRILL LTD";"BMG7945E1057";"SDRLo";"NYSE Arca Europe";"NOK";"233.20";"233.20";"233.10";"233.10";"06/09/2012 09:14";"CET";"88";"20516.80"
"SEAT PAGINE GIALLE";"IT0004458094";"PGm";"NYSE Arca Europe";"EUR";"0.08";"0.08";"0.08";"0.08";"23/02/2011 09:31";"CET";"27602";"-"
"SEB A";"SE0000148884";"SEBAs";"NYSE Arca Europe";"SEK";"51.20";"51.20";"51.20";"51.20";"07/09/2012 11:05";"CET";"292";"14950.40"
"SEBDO ENR";"FR0010626093";"MLSEB";"Marché Libre Paris";"EUR";"2.26";"2.26";"2.26";"2.26";"02/03/2010 15:20";"CET";"4477";"-"
"SECHE ENVIRONNEM.";"FR0000039109";"SCHP";"NYSE Euronext Paris";"EUR";"27.10";"27.80";"27.10";"27.80";"07/09/2012 17:35";"CET";"2341";"64372.12"
"SECHILIENNE SIDEC";"FR0000060402";"SECH";"NYSE Euronext Paris";"EUR";"11.18";"11.24";"11.13";"11.15";"07/09/2012 17:35";"CET";"32627";"365182.18"
"SECURIDEV";"FR0000052839";"SCDV";"NYSE Euronext Paris";"EUR";"28.40";"28.40";"28.40";"28.40";"07/09/2012 09:00";"CET";"1";"28.40"
"SECURINFOR";"FR0000071755";"MLSEC";"Marché Libre Paris";"EUR";"1.50";"1.50";"1.50";"1.50";"20/07/2012 15:00";"CET";"1869";"2803.50"
"SECURITAS B";"SE0000163594";"SECUBs";"NYSE Arca Europe";"SEK";"49.03";"49.03";"49.03";"49.03";"04/09/2012 15:51";"CET";"275";"13483.25"
"SEGRO";"GB00B5ZN1N88";"SGROl";"NYSE Arca Europe";"GBP";"248.40";"248.40";"248.20";"248.20";"17/08/2012 14:05";"CET";"1309";"1235650.40"
"SELCODIS";"FR0000065492";"SLCO";"NYSE Euronext Paris";"EUR";"0.29";"0.29";"0.29";"0.29";"25/03/2009 16:30";"CET";"2074";"-"
"SELECTIRENTE";"FR0004175842";"SELER";"NYSE Euronext Paris";"EUR";"45.50";"45.50";"44.50";"44.50";"07/09/2012 16:30";"CET";"100";"4500.00"
"SELSI";"FR0000074189";"MLSEL";"Marché Libre Paris";"EUR";"2.65";"2.65";"2.65";"2.65";"13/08/2012 15:00";"CET";"26";"68.90"
"SEMAPA";"PTSEM0AM0004";"SEM";"NYSE Euronext Lisbon";"EUR";"5.423";"5.495";"5.412";"5.413";"07/09/2012 22:35";"BST";"32063";"175513.49"
"SEMPERIT";"AT0000785555";"SEMv";"NYSE Arca Europe";"EUR";"27.355";"27.355";"27.355";"27.355";"14/09/2011 17:02";"CET";"42";"-"
"SENIOR";"GB0007958233";"SNRl";"NYSE Arca Europe";"GBP";"196.00";"196.00";"196.00";"196.00";"03/08/2012 10:19";"CET";"903";"265580.00"
"SEQUANA";"FR0000063364";"SEQ";"NYSE Euronext Paris";"EUR";"1.589";"1.598";"1.562";"1.577";"07/09/2012 17:35";"CET";"617910";"979444.72"
"SERCO GROUP";"GB0007973794";"SRPl";"NYSE Arca Europe";"GBP";"562.50";"566.50";"562.50";"566.50";"07/09/2012 16:56";"CET";"545";"1857230.50"
"SERMA TECHNOLOGIES";"FR0000073728";"ALSER";"NYSE Alternext Paris";"EUR";"87.00";"87.00";"87.00";"87.00";"06/09/2012 15:30";"CET";"1";"87.00"
"SERVICEFLATS CERT";"BE0003677888";"SER";"NYSE Euronext Brussels";"EUR";"12998.00";"12998.00";"12998.00";"12998.00";"07/09/2012 16:30";"CET";"1";"12998.00"
"SES";"LU0088087324";"SESG";"NYSE Euronext Paris";"EUR";"21.04";"21.205";"20.76";"20.76";"07/09/2012 17:35";"CET";"597904";"12504459.44"
"SETTLEMENTS";"BE0974261902";"STTL";"NYSE Alternext Brussels";"USD";"13.52";"13.52";"13.52";"13.52";"21/12/2011 15:30";"CET";"33000";"341780.42"
"SEVAN MARINE";"NO0010187032";"SEVANo";"NYSE Arca Europe";"NOK";"12.35";"12.35";"12.35";"12.35";"09/02/2012 15:03";"CET";"200";"2470.00"
"SEVERN TRENT";"GB00B1FH8J72";"SVTl";"NYSE Arca Europe";"GBP";"1719.00";"1719.00";"1719.00";"1719.00";"07/09/2012 09:30";"CET";"59";"101421.00"
"SGL CARBON SE";"DE0007235301";"SGLd";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"SGS N";"CH0002497458";"SGSNz";"NYSE Arca Europe";"CHF";"1909.00";"1909.00";"1909.00";"1909.00";"05/09/2012 09:16";"CET";"1";"1909.00"
"SHAFTESBURY PLC";"GB0007990962";"SHBl";"NYSE Arca Europe";"GBP";"544.50";"544.50";"544.50";"544.50";"26/07/2012 17:19";"CET";"84";"45738.00"
"SHANKS GROUP";"GB0007995243";"SKSl";"NYSE Arca Europe";"GBP";"77.75";"77.75";"77.75";"77.75";"27/07/2012 13:56";"CET";"900";"69975.00"
"SHB A";"SE0000193120";"SHBAs";"NYSE Arca Europe";"SEK";"230.10";"230.10";"230.10";"230.10";"29/08/2012 10:54";"CET";"63";"14496.30"
"SHIRE";"JE00B2QKY057";"SHPl";"NYSE Arca Europe";"GBP";"1964.00";"1967.00";"1942.00";"1942.00";"07/09/2012 17:03";"CET";"726";"2335258.00"
"SIANLI";"HK0000050580";"MLSIA";"Marché Libre Paris";"EUR";"0.10";"0.10";"0.10";"0.10";"30/04/2012 15:21";"CET";"1320";"132.00"
"SIAS";"IT0003201198";"SISm";"NYSE Arca Europe";"EUR";"5.535";"5.545";"5.535";"5.545";"16/08/2012 17:10";"CET";"1501";"13318.14"
"SICA INVEST (D)";"BE0003900207";"SICV";"NYSE Alternext Brussels";"EUR";"5.76";"5.76";"5.76";"5.76";"02/08/2012 15:30";"CET";"52";"299.52"
"SICAL";"FR0000063653";"ALSIC";"NYSE Alternext Paris";"EUR";"14.00";"14.00";"14.00";"14.00";"30/05/2012 15:30";"CET";"50";"700.00"
"SIDETRADE";"FR0010202606";"ALBFR";"NYSE Alternext Paris";"EUR";"26.40";"26.60";"26.40";"26.60";"07/09/2012 11:01";"CET";"501";"13268.81"
"SIEMENS";"DE0007236101";"SIA";"Traded not listed Amsterdam";"EUR";"74.50";"77.50";"73.85";"77.40";"07/09/2012 17:01";"CET";"1678";"129596.36"
"SIEMENS";"DE0007236101";"SIEd";"NYSE Arca Europe";"EUR";"77.35";"77.35";"77.35";"77.35";"07/09/2012 17:15";"CET";"21";"1624.35"
"SIG";"GB0008025412";"SHIl";"NYSE Arca Europe";"GBP";"89.55";"89.55";"89.55";"89.55";"25/07/2012 12:24";"CET";"505";"45222.75"
"SIGNAUX GIROD";"FR0000060790";"GIRO";"NYSE Euronext Paris";"EUR";"21.05";"21.05";"20.62";"20.62";"07/09/2012 16:30";"CET";"160";"3325.00"
"SII";"FR0000074122";"SII";"NYSE Euronext Paris";"EUR";"4.70";"4.75";"4.70";"4.75";"07/09/2012 16:45";"CET";"8140";"38543.40"
"SIIC DE PARIS NOM.";"FR0000057937";"IMMP";"NYSE Euronext Paris";"EUR";"16.67";"17.49";"16.67";"17.49";"07/09/2012 09:16";"CET";"66";"1144.52"
"SIKA";"CH0000587979";"SIKz";"NYSE Arca Europe";"CHF";"1811.00";"1811.00";"1811.00";"1811.00";"25/05/2012 09:10";"CET";"1";"1811.00"
"SILC";"FR0010679365";"MLSIL";"Marché Libre Paris";"EUR";"8.14";"8.14";"8.14";"8.14";"10/07/2012 15:00";"CET";"1";"8.14"
"SILIC";"FR0000050916";"SIL";"NYSE Euronext Paris";"EUR";"77.24";"78.66";"77.24";"78.30";"07/09/2012 17:35";"CET";"5107";"399957.86"
